customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
5112,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service
5113,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No internet service
5114,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service
5115,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,Yes
5116,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service
5117,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
5118,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No
5119,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
5120,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes
5121,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
5122,Yes,No,Fiber optic,No,No,No,No,No,No
5123,Yes,Yes,Fiber optic,No,No,No,No,No,No
5124,No,No,DSL,No,No,Yes,No,No,Yes
5125,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes
5126,Yes,No,Fiber optic,No,Yes,No,No,No,No
5127,Yes,No phone service,No,No,Yes,No,No,No,No
5128,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5129,Yes,Yes,Fiber optic,No,No,No,No,No,No
5130,Yes,No,Fiber optic,No,No,No,No,No,No
5131,Yes,Yes,Fiber optic,No,No,No,No,No,No
5132,Yes,Yes,Fiber optic,No,No,No,No,No,No
5133,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service
5134,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
5135,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5136,No,Yes,No,No,No,Yes,Yes,No,No
5137,Yes,No phone service,Fiber optic,No,No,No,No,No,No
5138,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No internet service
5139,Yes,No,DSL,Yes,No internet service,Yes,Yes,No,No internet service
5140,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No
5141,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes
5142,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5143,Yes,No phone service,Fiber optic,No,No,No,No,No,No
5144,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,Yes
5145,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5146,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,Yes
5147,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,Yes
5148,Yes,No,DSL,No,No internet service,Yes,Yes,No,Yes
5149,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No
5150,Yes,Yes,Fiber optic,No,No,No,No,No,No
5151,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,Yes
5152,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
5153,Yes,No phone service,Fiber optic,No,No,No,No,No,No
5154,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service
5155,Yes,Yes,DSL,No,No,Yes,No,No,No
5156,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,Yes
5157,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes
5158,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,Yes
5159,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
5160,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes
5161,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
5162,Yes,No,Fiber optic,No,No,No,No,No,Yes
5163,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
5164,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
5165,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5166,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No
5167,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5168,Yes,No,DSL,Yes,No,No,No,No,Yes
5169,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes
5170,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No internet service
5171,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service
5172,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
5173,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes
5174,Yes,Yes,DSL,Yes,No,No,No,No,Yes
5175,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
5176,No,No phone service,DSL,No,No,No,No,No,No
5177,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,Yes
5178,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
5179,Yes,No,DSL,Yes,No,No,No,Yes,Yes
5180,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes
5181,Yes,No,DSL,Yes,No,Yes,Yes,No,No
5182,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes
5183,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,Yes
5184,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5185,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
5186,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5187,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes
5188,Yes,Yes,DSL,No,No,No,No,No,No
5189,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes
5190,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5191,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5192,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5193,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes
5194,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,No internet service
5195,Yes,No,Fiber optic,Yes,No,No,No,No,No
5196,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5197,Yes,No phone service,Fiber optic,No,No,No,No,No,No
5198,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No internet service
5199,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No internet service
5200,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No internet service
5201,Yes,No,No,No,No,Yes,Yes,Yes,No
5202,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,Yes
5203,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
5204,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes
5205,Yes,Yes,DSL,No,Yes,No,No,No,No
5206,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5207,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
5208,Yes,Yes,Fiber optic,No,No,No,No,No,No
5209,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service
5210,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
5211,Yes,No phone service,Fiber optic,No,No,No,No,No,No
5212,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5213,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
5214,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No
5215,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No internet service
5216,Yes,Yes,Fiber optic,No,No,No,No,No,No
5217,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
5218,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
5219,Yes,No,Fiber optic,No,No,No,No,No,No
5220,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
5221,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,No internet service
5222,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5223,Yes,No,Fiber optic,No,No,No,No,No,Yes
5224,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
5225,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
5226,Yes,No phone service,DSL,No,No,No,No,No,Yes
5227,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
5228,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,No
5229,Yes,No,No,No,No,Yes,No,Yes,Yes
5230,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
5231,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5232,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,Yes
5233,Yes,No,Fiber optic,Yes,No,No,No,Yes,No
5234,Yes,No,Fiber optic,No,No,No,No,No,No
5235,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5236,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
5237,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes
5238,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,Yes
5239,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes
5240,Yes,No,Fiber optic,No,No,No,No,No,No
5241,Yes,Yes,DSL,No,No,No,No,No,No
5242,Yes,No,Fiber optic,No,No,No,Yes,Yes,No
5243,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No internet service
5244,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No
5245,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service
5246,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,Yes
5247,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5248,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service
5249,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes
5250,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,Yes
5251,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes
5252,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
5253,Yes,No,DSL,No internet service,No,Yes,No,No,No
5254,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,Yes
5255,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes
5256,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
5257,Yes,No,Fiber optic,No,No,No,No,No,No
5258,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5259,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
5260,Yes,Yes,No,Yes,Yes,No internet service,Yes,Yes,Yes
5261,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes
5262,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5263,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service
5264,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,No internet service
5265,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
5266,Yes,No,DSL,No,No,No,Yes,No,No
5267,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
5268,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service
5269,Yes,Yes,Fiber optic,No,No,No,No,No,No
5270,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
5271,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
5272,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,Yes
5273,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,Yes
5274,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes
5275,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5276,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
5277,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service
5278,Yes,Yes,Fiber optic,No,No,No,No,No,No
5279,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service
5280,Yes,No,No,Yes,Yes,Yes,No,No,Yes
5281,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,Yes
5282,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes
5283,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No internet service
5284,Yes,No,DSL,No internet service,No,Yes,Yes,No,Yes
5285,Yes,Yes,No,Yes,No,No internet service,No,Yes,Yes
5286,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,Yes
5287,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,Yes
5288,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5289,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service
5290,No,Yes,Fiber optic,No,No,No,No,No,No
5291,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5292,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No internet service
5293,Yes,Yes,No,No internet service,Yes,No internet service,No,No internet service,Yes
5294,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes
5295,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
5296,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service
5297,Yes,No phone service,DSL,No internet service,No,No,No,Yes,Yes
5298,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5299,Yes,Yes,DSL,No,No,No,No,No,No
5300,Yes,No,DSL,Yes,No,No,Yes,Yes,No
5301,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,Yes
5302,Yes,No,DSL,No,No internet service,No,No,Yes,No
5303,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5304,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,Yes
5305,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
5306,Yes,No,DSL,No,Yes,No,No,No,No
5307,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service
5308,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes
5309,Yes,Yes,Fiber optic,No,No,No,No,No,No
5310,Yes,No,DSL,No,No,Yes,No,No,Yes
5311,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5312,Yes,Yes,Fiber optic,No,No,No,No,No,No
5313,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,Yes
5314,No,Yes,DSL,No,No,Yes,Yes,No internet service,No
5315,Yes,No,DSL,Yes,Yes,No,Yes,No,No
5316,Yes,No phone service,Fiber optic,No,No,No,No,No,No
5317,Yes,Yes,DSL,Yes,Yes,No,No,No,No
5318,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,Yes
5319,Yes,No,DSL,No,Yes,No,No,Yes,Yes
5320,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,Yes
5321,Yes,No phone service,DSL,No,No,No,No,No,No
5322,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
5323,Yes,Yes,Fiber optic,No,No,No,No,No,No
5324,Yes,Yes,Fiber optic,No,No,No,No,No,No
5325,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes
5326,Yes,No,Fiber optic,No,Yes,No,No,No,No
5327,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes
5328,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,Yes
5329,Yes,Yes,DSL,No,No,No,No,No,Yes
5330,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
5331,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,Yes
5332,Yes,No,DSL,No,Yes,No,Yes,No internet service,No
5333,Yes,Yes,DSL,No,No,No,Yes,No,Yes
5334,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service
5335,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
5336,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,Yes
5337,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
5338,Yes,Yes,DSL,No,No,No,No,Yes,Yes
5339,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,Yes
5340,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes
5341,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
5342,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
5343,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,No internet service
5344,Yes,Yes,No,Yes,Yes,No internet service,No,No internet service,Yes
5345,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No
5346,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
5347,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
5348,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
5349,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,Yes
5350,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
5351,Yes,Yes,Fiber optic,No,No,No,No,No,No
5352,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes
5353,Yes,No,Fiber optic,No,No,Yes,Yes,No,No
5354,Yes,No,DSL,No,Yes,No internet service,No,No internet service,Yes
5355,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5356,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5357,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No
5358,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes
5359,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service
5360,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No
5361,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
5362,Yes,No,DSL,No,No,No,Yes,No,No
5363,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5364,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
5365,Yes,Yes,Fiber optic,No,No,No,No,No,No
5366,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
5367,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service
5368,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5369,Yes,Yes,DSL,No,No,No internet service,No,Yes,No
5370,Yes,Yes,DSL,No,No,No,No,Yes,No
5371,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
5372,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes
5373,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service
5374,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
5375,Yes,Yes,Fiber optic,No,No,No,No,No,No
5376,Yes,Yes,Fiber optic,No,No,No,No,No,No
5377,Yes,No,Fiber optic,No,No,No,Yes,No,No
5378,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service
5379,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No
5380,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
5381,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service
5382,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes
5383,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5384,Yes,Yes,Fiber optic,No,No,No,No,No,No
5385,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
5386,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service
5387,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
5388,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes
5389,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,Yes
5390,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,Yes
5391,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes
5392,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No internet service,Yes
5393,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
5394,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5395,Yes,No,Fiber optic,No,No,No,No,No,No
5396,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5397,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
5398,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
5399,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service
5400,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
5401,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,Yes
5402,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No
5403,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5404,Yes,No,DSL,No,Yes,No,No internet service,No,Yes
5405,Yes,Yes,Fiber optic,No,No,No,No,No,No
5406,Yes,Yes,DSL,No,No,Yes,No,No,Yes
5407,Yes,No phone service,Fiber optic,No,No,No,No,No,No
5408,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes
5409,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,Yes
5410,Yes,No phone service,Fiber optic,No,No,No,No,No,No
5411,Yes,No,DSL,No,No,No,No,Yes,Yes
5412,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,Yes
5413,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,Yes
5414,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,Yes
5415,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,Yes
5416,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes
5417,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
5418,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
5419,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes
5420,Yes,No,Fiber optic,No,No,No,No,Yes,No
5421,Yes,Yes,No,No,No,No,No,Yes,No
5422,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
5423,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
5424,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
5425,No,Yes,No,Yes,No internet service,No internet service,Yes,Yes,Yes
5426,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5427,Yes,No,No,No internet service,No,Yes,Yes,No internet service,Yes
5428,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes
5429,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,Yes
5430,Yes,No,Fiber optic,Yes,No,No,No,No,No
5431,Yes,No,Fiber optic,No,No,No,No,No,No
5432,Yes,Yes,DSL,Yes,No,No,No internet service,No,No
5433,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No
5434,Yes,No,DSL,Yes,No,No,No,Yes,No
5435,Yes,No,DSL,Yes,No,Yes,Yes,No,No
5436,Yes,No,Fiber optic,No,No,No,No,No,No
5437,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No
5438,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No internet service
5439,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,Yes
5440,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5441,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5442,Yes,No,Fiber optic,No,Yes,No,Yes,No,No
5443,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
5444,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No
5445,Yes,No phone service,Fiber optic,No,No,No,No,No,No
5446,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
5447,Yes,No,Fiber optic,Yes,No,No,No,Yes,No
5448,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes
5449,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,Yes
5450,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes
5451,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service
5452,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service
5453,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5454,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes
5455,Yes,No phone service,Fiber optic,No,No,No,No,No,No
5456,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service
5457,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
5458,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
5459,Yes,Yes,DSL,No,No,No,No,No,No
5460,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service
5461,Yes,No,DSL,No,No,No,Yes,No,No
5462,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service
5463,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes
5464,Yes,No phone service,DSL,No,Yes,No,No,No,No
5465,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes
5466,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
5467,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,Yes
5468,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,Yes
5469,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes
5470,Yes,Yes,DSL,Yes,No,No,No,No,No
5471,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No internet service
5472,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
5473,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No
5474,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes
5475,Yes,Yes,DSL,Yes,No,No,Yes,No,No
5476,Yes,No,DSL,Yes,Yes,No,Yes,No,No
5477,Yes,No,DSL,No,No,Yes,No,Yes,No
5478,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
5479,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5480,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,Yes
5481,Yes,No,DSL,Yes,No,Yes,Yes,No,No
5482,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5483,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5484,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
5485,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes
5486,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service
5487,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service
5488,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service
5489,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes
5490,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No
5491,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes
5492,Yes,Yes,Fiber optic,No,No,No,No,No,No
5493,Yes,No phone service,No,No internet service,Yes,Yes,No,Yes,No internet service
5494,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
5495,Yes,No,No,No internet service,No internet service,Yes,No,Yes,Yes
5496,Yes,No,DSL,No,Yes,No,Yes,Yes,No
5497,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No
5498,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,Yes
5499,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service
5500,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
5501,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
5502,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
5503,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service
5504,Yes,No,DSL,No,No internet service,No internet service,Yes,No internet service,Yes
5505,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5506,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes
5507,Yes,Yes,Fiber optic,No,No,No,No,No,No
