customerID,Tenure,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
2335,1.0,Month-to-month,No,Bank transfer (automatic),18.25,4312.5
2336,13.0,Month-to-month,No,Mailed check,25.6637943392183,1993.8
2337,0.0,Month-to-month,No,Electronic check,46.7048407697073,3875.4
2338,17.0,Month-to-month,Yes,Mailed check,49.0217022126395,700.45
2339,17.0,Month-to-month,Yes,Electronic check,115.594006383001,5498.8
2340,30.0,Month-to-month,No,Mailed check,60.0283656186815,6561.25
2341,46.0,Two year,No,Mailed check,57.0868882032417,1011.05
2342,15.0,Month-to-month,Yes,Credit card (automatic),68.3114971436899,893.0
2343,3.0,Month-to-month,No,Mailed check,34.9509794320817,1331.05
2344,42.0,One year,No,Bank transfer (automatic),29.4575032640164,3772.65
2345,38.0,Month-to-month,No,Mailed check,118.75,827.7
2346,17.0,Month-to-month,Yes,Mailed check,57.0733543677389,3791.6
2347,33.0,Month-to-month,Yes,Mailed check,41.020753361322,1108.2
2348,53.0,Month-to-month,Yes,Bank transfer (automatic),73.8170692108693,31.2
2349,72.0,One year,No,Credit card (automatic),74.243664961962,7581.5
2350,45.0,Two year,No,Credit card (automatic),53.0308646768374,78.65
2351,15.0,Two year,Yes,Mailed check,27.4299785582317,40.1
2352,22.0,Month-to-month,No,Mailed check,81.0075876332591,1288.75
2353,71.0,One year,No,Bank transfer (automatic),64.1196016654929,4250.1
2354,31.0,Month-to-month,Yes,Bank transfer (automatic),31.7265246060244,6844.5
2355,45.0,One year,Yes,Mailed check,80.4074248376083,7553.6
2356,15.0,Month-to-month,No,Bank transfer (automatic),27.640015730115,3562.5
2357,8.0,Two year,No,Electronic check,40.5959166044662,1021.75
2358,27.0,Month-to-month,Yes,Electronic check,107.93540706867,1522.7
2359,36.0,Month-to-month,Yes,Bank transfer (automatic),105.559532373479,7869.05
2360,37.0,Month-to-month,Yes,Mailed check,107.815150722596,6844.5
2361,60.0,One year,Yes,Credit card (automatic),31.446716981707,2877.05
2362,49.0,Month-to-month,Yes,Electronic check,105.238610168511,1826.7
2363,10.0,Month-to-month,Yes,Electronic check,20.5229538647265,798.2
2364,51.0,One year,No,Credit card (automatic),44.660575848552,74.5
2365,63.0,Month-to-month,Yes,Mailed check,64.9439068796262,2387.75
2366,27.0,Month-to-month,No,Bank transfer (automatic),60.3654970067172,2576.2
2367,17.0,Month-to-month,Yes,Electronic check,63.9075001258284,2656.5
2368,0.0,Month-to-month,Yes,Electronic check,18.25,505.95
2369,26.0,Month-to-month,No,Electronic check,43.2792231059933,211.95
2370,24.0,Two year,Yes,Credit card (automatic),24.6287460540838,194.55
2371,25.0,Month-to-month,No,Mailed check,110.014427522886,6844.5
2372,0.0,Month-to-month,Yes,Mailed check,31.0659095389603,927.15
2373,19.0,Month-to-month,Yes,Bank transfer (automatic),58.4675648301127,4546.0
2374,8.0,Two year,No,Electronic check,44.6352323328931,3566.6
2375,45.0,One year,No,Mailed check,104.992439602058,329.95
2376,29.0,Two year,Yes,Mailed check,79.5227180231616,25.15
2377,26.0,Two year,No,Bank transfer (automatic),18.25,415.4
2378,23.0,Month-to-month,Yes,Credit card (automatic),40.0586877207424,857.2
2379,66.0,One year,No,Mailed check,26.8531517454063,2839.45
2380,30.0,Month-to-month,Yes,Electronic check,70.9278696194688,19.1
2381,32.0,Month-to-month,Yes,Bank transfer (automatic),110.107700316263,5264.3
2382,47.0,Month-to-month,Yes,Mailed check,65.017491115205,4017.45
2383,8.0,Month-to-month,No,Mailed check,18.25,65.95
2384,16.0,Two year,No,Mailed check,46.8050608117955,1133.7
2385,17.0,Two year,Yes,Electronic check,53.5143748141146,74.1
2386,45.0,Month-to-month,Yes,Bank transfer (automatic),118.75,196.4
2387,32.0,Month-to-month,Yes,Mailed check,92.577405456475,1345.55
2388,34.0,Two year,Yes,Bank transfer (automatic),71.6013821142011,335.75
2389,5.0,Month-to-month,No,Mailed check,108.772544951646,648.65
2390,47.0,Two year,Yes,Bank transfer (automatic),98.7422108401449,267.35
2391,19.0,Month-to-month,No,Mailed check,62.2443124991741,6316.2
2392,49.0,One year,Yes,Mailed check,58.5502911969462,672.2
2393,20.0,Two year,Yes,Mailed check,59.4932902956681,4068.0
2394,8.0,Month-to-month,Yes,Mailed check,81.5871787107049,186.15
2395,23.0,Month-to-month,Yes,Electronic check,43.8141000134655,20.25
2396,63.0,Two year,Yes,Bank transfer (automatic),58.7111698729247,1274.05
2397,0.0,Month-to-month,Yes,Mailed check,18.25,174.65
2398,0.0,Month-to-month,Yes,Electronic check,82.1447865634815,2406.1
2399,32.0,Month-to-month,Yes,Electronic check,77.6189757534938,2661.1
2400,0.0,Month-to-month,No,Mailed check,18.25,2283.15
2401,18.0,Month-to-month,Yes,Mailed check,67.751054681605,6383.9
2402,19.0,Month-to-month,Yes,Mailed check,101.805394469306,1087.7
2403,1.0,Month-to-month,No,Electronic check,33.2670152968989,546.45
2404,39.0,Month-to-month,Yes,Mailed check,82.6332684064143,545.2
2405,31.0,One year,Yes,Electronic check,99.5413979095007,2511.3
2406,16.0,Month-to-month,Yes,Electronic check,104.141840453493,4805.65
2407,40.0,Two year,No,Credit card (automatic),58.145643644043,250.8
2408,18.0,Month-to-month,Yes,Mailed check,101.316969095122,2680.15
2409,62.0,Two year,Yes,Bank transfer (automatic),81.2366043191566,1956.4
2410,69.0,Two year,No,Credit card (automatic),25.9676325002862,1103.25
2411,61.0,Month-to-month,Yes,Credit card (automatic),109.622291172617,415.1
2412,22.0,Month-to-month,No,Electronic check,78.7609953752563,6157.6
2413,44.0,Two year,Yes,Bank transfer (automatic),54.6464335699091,2023.55
2414,22.0,Two year,No,Bank transfer (automatic),77.8570926974263,270.15
2415,48.0,Month-to-month,Yes,Mailed check,83.5569666181796,6844.5
2416,51.0,Month-to-month,Yes,Bank transfer (automatic),95.7006711971554,8075.35
2417,11.0,Two year,No,Mailed check,18.25,1148.1
2418,60.0,One year,Yes,Mailed check,83.8073667822134,2511.55
2419,2.0,Month-to-month,Yes,Electronic check,54.2093288164587,6283.3
2420,0.0,Month-to-month,No,Mailed check,77.3012365725157,562.7
2421,42.0,Month-to-month,Yes,Mailed check,118.75,7578.05
2422,65.0,Month-to-month,Yes,Bank transfer (automatic),95.763300751026,6844.5
2423,41.0,Month-to-month,Yes,Credit card (automatic),58.7770576004335,865.85
2424,53.0,Month-to-month,Yes,Mailed check,87.7428057521824,5484.4
2425,48.0,Two year,Yes,Bank transfer (automatic),70.1335242487512,451.55
2426,33.0,Two year,No,Mailed check,43.0389978552323,2658.8
2427,7.0,Month-to-month,Yes,Electronic check,84.5031356641813,2602.9
2428,50.0,Two year,No,Mailed check,41.4712044927932,7854.15
2429,48.0,Two year,Yes,Mailed check,52.3603769443877,6891.4
2430,4.0,Two year,No,Electronic check,57.9958466989471,141.1
2431,20.0,Month-to-month,Yes,Mailed check,25.1399937271171,2633.4
2432,35.0,Month-to-month,No,Mailed check,72.7630739965958,188.7
2433,12.0,Month-to-month,Yes,Credit card (automatic),104.368296391814,751.65
2434,14.0,Month-to-month,No,Electronic check,40.5430303530471,757.95
2435,41.0,Month-to-month,Yes,Mailed check,46.6418275940375,493.95
2436,0.0,Month-to-month,No,Electronic check,55.7502209981746,1383.6
2437,35.0,Month-to-month,No,Electronic check,49.4819301631218,137.1
2438,24.0,Month-to-month,Yes,Credit card (automatic),72.4583342682564,1504.05
2439,19.0,Two year,Yes,Bank transfer (automatic),74.637156563472,56.25
2440,0.0,Month-to-month,Yes,Electronic check,40.1039059751444,779.25
2441,62.0,Month-to-month,Yes,Bank transfer (automatic),118.75,6840.95
2442,27.0,Month-to-month,Yes,Bank transfer (automatic),78.6804268046672,2424.45
2443,21.0,Two year,No,Bank transfer (automatic),54.3934052409544,1292.2
2444,39.0,Two year,No,Electronic check,76.7128839489504,908.55
2445,60.0,Month-to-month,Yes,Electronic check,97.9611371079889,2239.65
2446,60.0,One year,No,Mailed check,61.1614655039713,35.85
2447,20.0,Two year,No,Bank transfer (automatic),18.25,2538.2
2448,27.0,Month-to-month,Yes,Electronic check,53.7628138216468,45.1
2449,14.0,Two year,No,Credit card (automatic),26.3991582160983,1313.55
2450,54.0,Month-to-month,Yes,Electronic check,57.7550260819023,2165.05
2451,53.0,Two year,Yes,Bank transfer (automatic),93.8393089098081,6703.5
2452,7.0,Month-to-month,Yes,Mailed check,105.588239151047,440.2
2453,43.0,Month-to-month,Yes,Bank transfer (automatic),46.9535292120605,142.35
2454,72.0,Two year,No,Bank transfer (automatic),34.8004033590983,307.0
2455,17.0,Month-to-month,Yes,Mailed check,77.6438792481023,211.95
2456,0.0,Month-to-month,No,Electronic check,78.3727873717882,2028.8
2457,65.0,Two year,No,Mailed check,76.5990096686766,6844.5
2458,35.0,Month-to-month,Yes,Bank transfer (automatic),72.0296721178365,3994.45
2459,20.0,Month-to-month,Yes,Electronic check,99.4579295501135,6936.85
2460,8.0,Month-to-month,No,Electronic check,28.2659118555471,20.2
2461,2.0,Month-to-month,No,Electronic check,89.2983810983776,1193.05
2462,33.0,One year,Yes,Electronic check,36.1254848428846,4754.3
2463,12.0,Month-to-month,No,Bank transfer (automatic),26.9276967298818,422.5
2464,5.0,Month-to-month,Yes,Electronic check,59.0577094563355,20.2
2465,49.0,Month-to-month,No,Bank transfer (automatic),52.3023903457409,280.35
2466,0.0,Month-to-month,No,Electronic check,51.3013388796838,20.2
2467,52.0,Two year,No,Credit card (automatic),95.3248735195454,344.5
2468,44.0,Two year,No,Mailed check,32.2864632118065,2727.3
2469,72.0,Month-to-month,Yes,Credit card (automatic),92.7025700917083,6844.5
2470,0.0,Month-to-month,No,Mailed check,40.5318776674996,3983.6
2471,60.0,One year,No,Credit card (automatic),18.25,181.5
2472,31.0,Month-to-month,Yes,Mailed check,63.6970960560668,79.7
2473,0.0,Month-to-month,No,Mailed check,84.2832454407594,2231.05
2474,32.0,Month-to-month,Yes,Electronic check,118.75,1931.75
2475,53.0,Month-to-month,Yes,Electronic check,75.6932626293134,899.45
2476,42.0,Month-to-month,Yes,Credit card (automatic),80.4397149964964,1556.85
2477,24.0,Month-to-month,Yes,Mailed check,59.9704721564366,795.65
2478,35.0,Month-to-month,Yes,Electronic check,38.7265095215573,502.6
2479,56.0,Month-to-month,Yes,Mailed check,96.0115239919473,5251.75
2480,27.0,Two year,Yes,Bank transfer (automatic),81.561644335584,20.55
2481,29.0,Month-to-month,Yes,Bank transfer (automatic),37.6944523842406,2070.05
2482,52.0,Two year,Yes,Mailed check,65.029120984167,2111.45
2483,20.0,Month-to-month,Yes,Electronic check,93.5118668504845,29.7
2484,1.0,Month-to-month,Yes,Electronic check,74.7077671107339,2628.6
2485,65.0,Two year,Yes,Bank transfer (automatic),26.2564212960677,415.4
2486,43.0,Month-to-month,Yes,Bank transfer (automatic),59.8499497690644,2536.55
2487,0.0,Month-to-month,No,Electronic check,86.5647060706789,1561.5
2488,29.0,Two year,Yes,Mailed check,67.8219745685283,358.05
2489,55.0,Month-to-month,Yes,Credit card (automatic),96.4564778128427,47.95
2490,13.0,Two year,Yes,Electronic check,77.8413470864807,6891.4
2491,14.0,Month-to-month,Yes,Electronic check,57.3827674754288,5356.45
2492,38.0,Month-to-month,Yes,Electronic check,81.9209502518402,3046.4
2493,0.0,Month-to-month,Yes,Mailed check,51.6594051042674,20.2
2494,32.0,Two year,No,Credit card (automatic),71.4033740925927,231.45
2495,48.0,Month-to-month,Yes,Electronic check,80.57603463503,1255.1
2496,8.0,Month-to-month,Yes,Bank transfer (automatic),18.25,227.45
2497,0.0,Month-to-month,Yes,Mailed check,28.5751629818349,20.2
2498,21.0,Month-to-month,Yes,Electronic check,63.7814475197461,1423.85
2499,40.0,Two year,Yes,Mailed check,81.0153052401223,7396.15
2500,72.0,Month-to-month,Yes,Electronic check,52.2184684766359,5017.7
2501,39.0,Month-to-month,Yes,Mailed check,103.148434827833,741.4
2502,0.0,Month-to-month,No,Electronic check,76.3432350870611,6306.5
2503,70.0,Two year,Yes,Bank transfer (automatic),118.75,644.5
2504,4.0,Month-to-month,No,Mailed check,18.25,6019.35
2505,23.0,Month-to-month,No,Mailed check,36.3898658090048,538.2
2506,35.0,Month-to-month,No,Bank transfer (automatic),18.25,735.5
2507,46.0,Month-to-month,No,Mailed check,70.1410455833113,316.2
2508,25.0,Two year,Yes,Mailed check,55.2387956093217,45.95
2509,0.0,Two year,No,Bank transfer (automatic),18.25,1664.3
2510,58.0,Two year,Yes,Bank transfer (automatic),107.346098216886,5125.75
2511,49.0,Month-to-month,Yes,Electronic check,99.9181498393384,95.85
2512,39.0,Two year,Yes,Bank transfer (automatic),109.065038963012,1388.45
2513,16.0,Month-to-month,Yes,Bank transfer (automatic),34.6710812339112,46.2
2514,7.0,Month-to-month,Yes,Mailed check,18.25,601.55
2515,71.0,One year,No,Bank transfer (automatic),103.388367693294,1796.55
2516,16.0,Two year,No,Electronic check,68.096539417132,1423.05
2517,31.0,Two year,Yes,Electronic check,83.3149852624037,711.15
2518,40.0,Two year,No,Bank transfer (automatic),47.5351835178925,5969.3
2519,67.0,Month-to-month,No,Credit card (automatic),50.7039656335786,69.5
2520,21.0,Month-to-month,Yes,Mailed check,89.9313408117597,167.3
2521,50.0,Two year,Yes,Mailed check,118.75,8312.75
2522,43.0,Month-to-month,Yes,Bank transfer (automatic),58.9815026516173,74.5
2523,0.0,Month-to-month,No,Electronic check,49.9869903854429,4920.55
2524,0.0,Two year,Yes,Mailed check,54.2907476371388,6688.95
2525,28.0,Month-to-month,Yes,Electronic check,98.2115672633653,7051.95
2526,41.0,Two year,No,Electronic check,55.5815017521541,2636.05
2527,11.0,Month-to-month,No,Electronic check,70.2077465720833,1025.15
2528,36.0,Month-to-month,Yes,Mailed check,18.4604420371965,2169.4
2529,72.0,Two year,No,Credit card (automatic),41.0299767479827,3361.05
2530,2.0,Month-to-month,No,Credit card (automatic),20.4323484421458,1111.65
2531,51.0,One year,Yes,Bank transfer (automatic),60.8011781227779,675.6
2532,13.0,One year,Yes,Mailed check,80.2511489153398,2193.0
2533,16.0,Month-to-month,Yes,Electronic check,97.6249960035075,20.2
2534,33.0,One year,Yes,Credit card (automatic),115.55043031901,612.1
2535,28.0,One year,No,Electronic check,75.1531366832026,6555.2
2536,15.0,Month-to-month,No,Credit card (automatic),20.6415241426189,5589.45
2537,19.0,Month-to-month,Yes,Mailed check,50.7092436527751,3236.35
2538,0.0,Month-to-month,Yes,Electronic check,60.6256677794173,180.7
2539,19.0,Month-to-month,Yes,Bank transfer (automatic),84.9975058184716,2165.05
2540,66.0,Two year,Yes,Mailed check,72.2322880857404,4872.45
2541,46.0,Month-to-month,Yes,Electronic check,29.3984468672717,153.3
2542,72.0,Two year,No,Bank transfer (automatic),51.1640886315045,250.8
2543,17.0,Month-to-month,Yes,Mailed check,86.3351067264849,1856.4
2544,72.0,One year,Yes,Bank transfer (automatic),77.775352705774,2871.5
2545,56.0,One year,Yes,Mailed check,67.8641052320712,1522.65
2546,60.0,Month-to-month,Yes,Mailed check,104.142216866458,6844.5
2547,68.0,Two year,No,Mailed check,54.8694846708161,1096.65
2548,32.0,One year,No,Mailed check,42.9347643291826,204.55
2549,27.0,Month-to-month,No,Electronic check,53.5151870679938,1117.55
2550,17.0,Month-to-month,Yes,Mailed check,115.048660927643,483.3
2551,72.0,Two year,Yes,Mailed check,118.75,1312.15
2552,14.0,Month-to-month,Yes,Mailed check,80.1059481144553,3110.1
2553,44.0,Month-to-month,Yes,Electronic check,111.310990945441,7039.45
2554,12.0,Two year,Yes,Bank transfer (automatic),91.5133893115028,2745.7
2555,45.0,Two year,Yes,Credit card (automatic),93.5179878016987,1198.05
2556,38.0,Two year,Yes,Mailed check,65.130653325627,45.2
2557,27.0,Month-to-month,Yes,Electronic check,81.3356816840528,3217.65
2558,47.0,Month-to-month,Yes,Mailed check,65.0223767860138,413.0
2559,20.0,Two year,Yes,Mailed check,28.863790310157,20.2
2560,30.0,Month-to-month,Yes,Bank transfer (automatic),22.4270746160903,7382.85
2561,23.0,Two year,Yes,Bank transfer (automatic),63.1643546896373,973.45
2562,37.0,Month-to-month,Yes,Bank transfer (automatic),67.7845682266206,996.95
2563,71.0,Month-to-month,No,Mailed check,59.7258788708565,8436.25
2564,33.0,Two year,Yes,Bank transfer (automatic),80.8469704198892,1272.05
2565,1.0,Month-to-month,No,Mailed check,18.25,5464.65
2566,23.0,Month-to-month,Yes,Mailed check,87.8968513965555,4965.1
2567,49.0,Month-to-month,No,Mailed check,32.0780923256681,336.7
2568,50.0,Month-to-month,Yes,Bank transfer (automatic),105.663184094727,5588.8
2569,31.0,Month-to-month,No,Bank transfer (automatic),104.807367780215,5629.15
2570,12.0,Month-to-month,Yes,Bank transfer (automatic),30.6014652214723,3994.05
2571,15.0,Month-to-month,Yes,Mailed check,118.75,50.9
2572,55.0,Two year,Yes,Credit card (automatic),80.9747018143022,2531.8
2573,12.0,Month-to-month,No,Electronic check,35.3642852080235,234.85
2574,20.0,Month-to-month,Yes,Credit card (automatic),20.2090868523165,3608.0
2575,34.0,Two year,No,Mailed check,90.1665116500398,7707.7
2576,58.0,Month-to-month,Yes,Electronic check,83.5544008431228,1611.0
2577,25.0,Month-to-month,No,Mailed check,24.7592835814458,6066.55
2578,12.0,Two year,Yes,Mailed check,50.7428335374475,3474.2
2579,7.0,Month-to-month,No,Bank transfer (automatic),40.868056429669,7576.7
2580,40.0,Two year,Yes,Mailed check,49.8070964353659,1445.3
2581,19.0,Month-to-month,Yes,Electronic check,76.9856994055891,20.2
2582,46.0,Month-to-month,No,Mailed check,52.1987152296099,6844.5
2583,10.0,Month-to-month,No,Electronic check,75.2252896463039,1993.8
2584,46.0,Two year,Yes,Electronic check,65.0332174332869,5036.3
2585,39.0,Month-to-month,No,Credit card (automatic),73.4750244037497,697.25
2586,0.0,Month-to-month,No,Mailed check,104.020131393447,1397.3
2587,3.0,Month-to-month,No,Mailed check,18.5319717740563,947.75
2588,39.0,Two year,No,Bank transfer (automatic),18.25,19.65
2589,0.0,Month-to-month,Yes,Mailed check,85.6376474156682,5461.45
2590,45.0,One year,Yes,Credit card (automatic),76.0273607157845,20.2
2591,8.0,Month-to-month,No,Mailed check,30.7474518669581,21.05
2592,44.0,Two year,No,Electronic check,97.8767707143502,739.9
2593,54.0,Two year,No,Credit card (automatic),43.1789768468964,328.95
2594,22.0,Month-to-month,No,Mailed check,82.8292499037712,2763.35
2595,10.0,Month-to-month,Yes,Electronic check,71.2241712848251,2896.6
2596,42.0,Two year,Yes,Bank transfer (automatic),60.0032735336629,20.2
2597,41.0,Month-to-month,Yes,Bank transfer (automatic),89.0794985672411,1007.8
2598,33.0,Month-to-month,Yes,Mailed check,65.670120993304,607.7
2599,26.0,Two year,Yes,Electronic check,55.2810195904393,958.1
2600,12.0,Month-to-month,No,Electronic check,59.0298277683998,4361.55
2601,14.0,One year,No,Bank transfer (automatic),70.9306816453305,6822.15
2602,34.0,Month-to-month,Yes,Mailed check,18.25,1888.65
2603,46.0,Two year,No,Bank transfer (automatic),61.4461605103638,1423.35
2604,0.0,Month-to-month,Yes,Electronic check,103.623729641799,2555.05
2605,42.0,Two year,Yes,Mailed check,77.169064581084,3251.85
2606,55.0,Month-to-month,No,Credit card (automatic),43.9671232171927,20.2
2607,0.0,Month-to-month,Yes,Electronic check,70.9985597777362,2642.05
2608,54.0,One year,No,Mailed check,32.5637297192843,198.1
2609,14.0,Month-to-month,No,Mailed check,53.526697848533,3342.0
2610,58.0,Two year,No,Credit card (automatic),32.8853647726612,3436.1
2611,33.0,One year,No,Mailed check,20.8050140430151,20.2
2612,26.0,Month-to-month,Yes,Electronic check,33.8821308837664,4634.35
2613,0.0,Month-to-month,No,Mailed check,35.5246175928501,20.2
2614,0.0,Month-to-month,Yes,Mailed check,18.25,1594.75
2615,0.0,Month-to-month,No,Electronic check,44.0016849571852,5200.8
2616,63.0,Month-to-month,Yes,Electronic check,81.4929934190882,609.65
2617,23.0,Two year,Yes,Mailed check,28.5925685956933,2878.55
2618,28.0,One year,Yes,Bank transfer (automatic),18.25,46.2
2619,45.0,Month-to-month,Yes,Electronic check,18.25,1404.65
2620,72.0,Two year,Yes,Credit card (automatic),109.764683579525,6880.85
2621,36.0,Two year,Yes,Mailed check,63.6645794785111,7840.6
2622,38.0,Month-to-month,Yes,Mailed check,18.25,1092.35
2623,72.0,Month-to-month,Yes,Electronic check,118.75,2030.3
2624,0.0,Month-to-month,Yes,Bank transfer (automatic),23.4080388646246,4116.9
2625,33.0,Month-to-month,No,Mailed check,86.1694921548309,5068.05
2626,72.0,Month-to-month,No,Mailed check,89.8097519987378,2085.45
2627,43.0,Month-to-month,Yes,Mailed check,87.2877383627975,6404.0
2628,4.0,Month-to-month,Yes,Electronic check,19.9879152879069,96.85
2629,30.0,Month-to-month,No,Electronic check,85.7726196502689,178.85
2630,59.0,Two year,Yes,Mailed check,70.2451808110762,1143.8
2631,17.0,Month-to-month,Yes,Mailed check,56.6599466586216,6671.7
2632,19.0,Month-to-month,Yes,Mailed check,73.5115817266764,1210.4
2633,32.0,Month-to-month,Yes,Mailed check,51.9621375159422,4895.1
2634,59.0,One year,No,Bank transfer (automatic),66.4491477413926,401.95
2635,48.0,Month-to-month,Yes,Mailed check,112.555288476821,6223.8
2636,66.0,One year,No,Credit card (automatic),20.8119176764105,3522.65
2637,15.0,Month-to-month,Yes,Mailed check,85.6577536368923,854.45
2638,47.0,Month-to-month,Yes,Electronic check,96.6916874641502,341.45
2639,60.0,One year,Yes,Bank transfer (automatic),35.7334844184937,7251.9
2640,25.0,Two year,No,Bank transfer (automatic),60.8863322227206,678.45
2641,27.0,Month-to-month,Yes,Electronic check,82.6465428235269,7325.1
2642,19.0,Month-to-month,Yes,Bank transfer (automatic),106.230679364603,3015.75
2643,46.0,Month-to-month,No,Electronic check,87.9891337015093,637.55
2644,58.0,Month-to-month,Yes,Mailed check,18.25,690.5
2645,0.0,Month-to-month,Yes,Electronic check,85.9603722816163,259.4
2646,18.0,Two year,No,Bank transfer (automatic),78.0050848881638,20.2
2647,0.0,Month-to-month,Yes,Mailed check,74.1601236349143,1423.65
2648,15.0,Two year,No,Credit card (automatic),39.8430185151781,546.95
2649,38.0,Month-to-month,Yes,Mailed check,67.6266182567946,936.85
2650,28.0,Month-to-month,Yes,Mailed check,114.4745493426,2753.8
2651,25.0,Two year,No,Electronic check,97.3188310251277,4872.2
2652,30.0,Month-to-month,No,Credit card (automatic),35.6668623172321,83.4
2653,47.0,One year,No,Electronic check,68.6637244228863,174.45
2654,48.0,One year,No,Electronic check,45.8218555073583,20.2
2655,47.0,Two year,Yes,Credit card (automatic),38.4755159702585,205.05
2656,47.0,One year,Yes,Electronic check,53.4320198056456,6844.5
2657,30.0,Month-to-month,Yes,Electronic check,118.75,937.6
2658,43.0,Two year,No,Bank transfer (automatic),71.5775045741075,5427.05
2659,5.0,Month-to-month,Yes,Bank transfer (automatic),98.0202531687077,5480.25
2660,0.0,Month-to-month,Yes,Mailed check,18.25,63.6
2661,30.0,Month-to-month,Yes,Mailed check,112.227128415513,201.0
2662,16.0,Two year,Yes,Electronic check,37.9609104291446,697.25
2663,11.0,Month-to-month,Yes,Bank transfer (automatic),30.4414138693608,295.95
2664,72.0,One year,Yes,Bank transfer (automatic),88.8209767060665,6844.5
2665,35.0,One year,No,Bank transfer (automatic),49.8533842563861,2585.95
2666,14.0,Month-to-month,Yes,Mailed check,108.638606123059,4042.2
2667,70.0,One year,Yes,Credit card (automatic),108.059370054749,6565.85
2668,45.0,Month-to-month,No,Credit card (automatic),53.6969788311125,324.8
2669,8.0,Month-to-month,Yes,Electronic check,18.25,1547.35
2670,49.0,Month-to-month,Yes,Electronic check,63.423378288484,633.45
2671,47.0,Month-to-month,Yes,Bank transfer (automatic),95.2928099194658,3355.65
2672,0.0,Month-to-month,Yes,Electronic check,89.6228391531266,2409.9
2673,45.0,Two year,No,Credit card (automatic),75.9712681378752,4732.35
2674,49.0,Two year,Yes,Bank transfer (automatic),100.32058531683,1288.75
2675,23.0,Month-to-month,No,Bank transfer (automatic),65.9993372391692,4872.45
2676,59.0,Two year,No,Bank transfer (automatic),32.289284080192,1010.0
2677,0.0,Two year,Yes,Electronic check,47.0714587853341,20.2
2678,55.0,One year,Yes,Bank transfer (automatic),42.5847664483468,6055.55
2679,51.0,Month-to-month,Yes,Credit card (automatic),112.19892979644,2386.85
2680,19.0,Month-to-month,No,Mailed check,95.120471635147,326.65
2681,41.0,Month-to-month,Yes,Electronic check,103.529508817819,265.3
2682,0.0,Month-to-month,No,Bank transfer (automatic),18.25,20.2
2683,53.0,Month-to-month,Yes,Mailed check,105.922652495035,8277.05
2684,47.0,Month-to-month,No,Mailed check,29.7525876962883,1230.9
2685,62.0,One year,No,Credit card (automatic),66.006299654621,19.2
2686,29.0,Two year,No,Electronic check,71.0185079337125,547.8
2687,51.0,Two year,Yes,Credit card (automatic),48.2080393657977,5293.4
2688,0.0,Month-to-month,Yes,Mailed check,69.9971209107969,660.9
2689,42.0,One year,Yes,Credit card (automatic),91.0318813394165,314.45
2690,20.0,Month-to-month,Yes,Bank transfer (automatic),18.25,1411.65
2691,28.0,Two year,Yes,Electronic check,62.5662577712322,7553.6
2692,28.0,Two year,Yes,Electronic check,89.0067779278073,6557.75
2693,20.0,Month-to-month,No,Bank transfer (automatic),95.3516526613797,5219.65
2694,58.0,Month-to-month,Yes,Electronic check,118.75,1818.3
2695,37.0,Month-to-month,Yes,Mailed check,78.681364336245,74.6
2696,45.0,One year,No,Mailed check,84.4037310841535,438.4
2697,48.0,One year,Yes,Credit card (automatic),44.8983378195356,21.05
2698,5.0,Month-to-month,Yes,Bank transfer (automatic),18.25,4639.45
2699,57.0,One year,Yes,Electronic check,63.133253734736,1111.2
2700,22.0,Two year,Yes,Electronic check,18.25,3273.55
2701,25.0,Month-to-month,Yes,Credit card (automatic),101.666200651627,478.75
2702,48.0,Two year,No,Bank transfer (automatic),72.1060960890428,1740.8
2703,0.0,Month-to-month,Yes,Electronic check,60.2722797686802,94.6
2704,36.0,One year,No,Mailed check,44.7857298964371,19.9
2705,48.0,One year,No,Bank transfer (automatic),24.1185099770367,1442.2
2706,5.0,Month-to-month,No,Mailed check,31.9363663420674,1442.2
2707,0.0,Month-to-month,Yes,Bank transfer (automatic),63.9444595885763,20.2
2708,54.0,Two year,Yes,Credit card (automatic),56.6050645113168,1680.25
2709,22.0,Month-to-month,Yes,Mailed check,66.8577856177724,19.3
2710,54.0,Two year,No,Mailed check,88.2478625727886,6844.5
2711,55.0,Month-to-month,Yes,Mailed check,117.917889549924,7049.75
2712,0.0,Month-to-month,Yes,Electronic check,61.8801250531012,1001.5
2713,0.0,Month-to-month,No,Mailed check,18.25,3512.5
2714,47.0,Two year,No,Credit card (automatic),63.6064349743341,4812.75
2715,40.0,Month-to-month,Yes,Mailed check,88.8377923462067,20.2
2716,40.0,Month-to-month,Yes,Bank transfer (automatic),37.9152351406975,3902.45
2717,18.0,Two year,No,Bank transfer (automatic),39.4369697100476,1398.6
2718,60.0,Two year,No,Credit card (automatic),18.25,323.15
2719,63.0,One year,Yes,Credit card (automatic),30.2634838945366,2807.1
2720,16.0,Two year,No,Mailed check,45.6448031583767,762.1
2721,13.0,Two year,No,Mailed check,61.2327061095609,1275.85
2722,60.0,One year,No,Credit card (automatic),51.1425497196544,20.2
2723,9.0,Month-to-month,Yes,Mailed check,65.6702224784716,6844.5
2724,9.0,Two year,Yes,Bank transfer (automatic),58.6870031486973,651.55
2725,35.0,Month-to-month,No,Mailed check,25.0990008823753,7661.8
2726,18.0,Month-to-month,Yes,Electronic check,76.8313488042707,1608.15
2727,58.0,One year,No,Electronic check,75.4738687221806,3674.95
